transaction_month,town,flat_type,block_no,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Remaining_months,flat_Storey_range,Flat_type_range
2019-09,BISHAN,EXECUTIVE,134,BISHAN ST 12,07 TO 09,143,Maisonette,1986,66 years 02 months,840000,794,2,6
2019-09,BISHAN,EXECUTIVE,187,BISHAN ST 13,01 TO 03,146,Maisonette,1987,66 years 05 months,838888,797,1,6
2019-09,BISHAN,EXECUTIVE,261,BISHAN ST 22,10 TO 12,151,Maisonette,1992,71 years 10 months,830000,862,2,6
2019-09,BISHAN,EXECUTIVE,218,BISHAN ST 23,01 TO 03,148,Maisonette,1992,71 years 07 months,800000,859,1,6
2019-09,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,158,Maisonette,1985,64 years 10 months,1040000,778,2,6
2019-10,BISHAN,3 ROOM,307,SHUNFU RD,07 TO 09,67,New Generation,1985,64 years 06 months,405000,774,2,3
2019-10,BISHAN,3 ROOM,309,SHUNFU RD,07 TO 09,67,New Generation,1984,64 years 01 month,385000,769,2,3
2019-10,BISHAN,3 ROOM,403,SIN MING AVE,10 TO 12,64,Simplified,1986,65 years 10 months,390000,790,2,3
2019-10,BISHAN,4 ROOM,145,BISHAN ST 11,10 TO 12,84,Simplified,1987,67 years 01 month,448000,805,2,4
2019-10,BISHAN,4 ROOM,131,BISHAN ST 12,10 TO 12,105,Model A,1986,65 years 04 months,580000,784,2,4
2019-10,BISHAN,4 ROOM,115,BISHAN ST 12,01 TO 03,104,Model A,1986,65 years 04 months,572000,784,1,4
2019-10,BISHAN,4 ROOM,107,BISHAN ST 12,07 TO 09,84,Simplified,1985,65 years 01 month,500000,781,2,4
2019-10,BISHAN,4 ROOM,143,BISHAN ST 12,01 TO 03,104,Model A,1988,67 years 07 months,480000,811,1,4
2019-10,BISHAN,4 ROOM,112,BISHAN ST 12,01 TO 03,104,Model A,1985,64 years 08 months,460000,776,1,4
2019-10,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,83,Simplified,1987,67 years 03 months,458000,807,1,4
2019-10,BISHAN,4 ROOM,154,BISHAN ST 13,01 TO 03,84,Simplified,1987,67 years 03 months,395000,807,1,4
2019-10,BISHAN,4 ROOM,262,BISHAN ST 22,07 TO 09,112,Model A,1992,71 years 10 months,606888,862,2,4
2019-10,BISHAN,4 ROOM,243,BISHAN ST 22,19 TO 21,103,Model A,1992,71 years 10 months,640000,862,3,4
2019-10,BISHAN,4 ROOM,256,BISHAN ST 22,01 TO 03,115,Model A,1992,71 years 10 months,548000,862,1,4
2019-10,BISHAN,4 ROOM,263,BISHAN ST 22,07 TO 09,106,Model A,1992,71 years 10 months,528000,862,2,4
2019-10,BISHAN,4 ROOM,248,BISHAN ST 22,07 TO 09,105,Model A,1992,71 years 10 months,580000,862,2,4
2019-10,BISHAN,4 ROOM,249,BISHAN ST 22,04 TO 06,105,Model A,1992,71 years 10 months,562000,862,1,4
2019-10,BISHAN,4 ROOM,260,BISHAN ST 22,07 TO 09,104,Model A,1992,71 years 09 months,568000,861,2,4
2019-10,BISHAN,4 ROOM,255,BISHAN ST 22,16 TO 18,103,Model A,1992,71 years 10 months,602000,862,3,4
2019-10,BISHAN,4 ROOM,206,BISHAN ST 23,01 TO 03,108,Model A,1992,71 years 08 months,520000,860,1,4
2019-10,BISHAN,4 ROOM,230,BISHAN ST 23,01 TO 03,109,Model A,1992,71 years 07 months,566000,859,1,4
2019-10,BISHAN,4 ROOM,226,BISHAN ST 23,01 TO 03,116,Model A,1992,71 years 07 months,560000,859,1,4
2019-10,BISHAN,4 ROOM,228,BISHAN ST 23,07 TO 09,104,Model A,1992,71 years 07 months,570000,859,2,4
2019-10,BISHAN,4 ROOM,268,BISHAN ST 24,01 TO 03,104,Model A,1992,71 years 10 months,480000,862,1,4
2019-10,BISHAN,4 ROOM,307,SHUNFU RD,04 TO 06,95,New Generation,1985,64 years 06 months,535888,774,1,4
2019-10,BISHAN,4 ROOM,313,SHUNFU RD,04 TO 06,95,New Generation,1985,64 years 08 months,514000,776,1,4
2019-10,BISHAN,4 ROOM,403,SIN MING AVE,10 TO 12,89,Simplified,1986,65 years 10 months,530000,790,2,4
2019-10,BISHAN,4 ROOM,25,SIN MING RD,04 TO 06,88,Improved,1974,53 years 09 months,328000,645,1,4
2019-10,BISHAN,5 ROOM,102,BISHAN ST 12,13 TO 15,121,Improved,1987,66 years 03 months,748000,795,3,5
2019-10,BISHAN,5 ROOM,128,BISHAN ST 12,19 TO 21,121,Improved,1987,66 years 04 months,765000,796,3,5
2019-10,BISHAN,5 ROOM,170,BISHAN ST 13,07 TO 09,121,Improved,1987,66 years 11 months,698000,803,2,5
2019-10,BISHAN,5 ROOM,161,BISHAN ST 13,04 TO 06,127,Improved,1988,67 years 09 months,690000,813,1,5
2019-10,BISHAN,5 ROOM,255,BISHAN ST 22,10 TO 12,133,Model A,1992,71 years 10 months,750000,862,2,5
2019-10,BISHAN,5 ROOM,293,BISHAN ST 22,16 TO 18,121,Premium Apartment,1998,77 years 08 months,821888,932,3,5
2019-10,BISHAN,5 ROOM,242,BISHAN ST 22,04 TO 06,136,Model A,1992,71 years 10 months,865000,862,1,5
2019-10,BISHAN,5 ROOM,207,BISHAN ST 23,16 TO 18,135,Model A,1992,71 years 07 months,795000,859,3,5
2019-10,BISHAN,5 ROOM,450,SIN MING AVE,19 TO 21,125,Improved,1989,69 years 02 months,780000,830,3,5
2019-10,BISHAN,5 ROOM,445,SIN MING AVE,07 TO 09,122,Improved,1990,69 years 03 months,680000,831,2,5
2019-10,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,01 TO 03,165,Multi Generation,1987,66 years 08 months,905000,800,1,7
2019-11,BISHAN,3 ROOM,121,BISHAN ST 12,01 TO 03,64,Simplified,1986,65 years 08 months,375000,788,1,3
2019-11,BISHAN,3 ROOM,306,SHUNFU RD,01 TO 03,67,New Generation,1985,64 years 02 months,380000,770,1,3
2019-11,BISHAN,3 ROOM,24,SIN MING RD,10 TO 12,65,Improved,1973,53 years,270000,636,2,3
2019-11,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,68,Improved,1973,52 years 11 months,265000,635,2,3
2019-11,BISHAN,4 ROOM,506,BISHAN ST 11,07 TO 09,115,Model A,1989,68 years 10 months,723000,826,2,4
2019-11,BISHAN,4 ROOM,145,BISHAN ST 11,10 TO 12,84,Simplified,1987,67 years,450000,804,2,4
2019-11,BISHAN,4 ROOM,113,BISHAN ST 12,01 TO 03,84,Simplified,1986,65 years 02 months,445000,782,1,4
2019-11,BISHAN,4 ROOM,114,BISHAN ST 12,04 TO 06,84,Simplified,1986,65 years 02 months,475000,782,1,4
2019-11,BISHAN,4 ROOM,175,BISHAN ST 13,04 TO 06,103,Model A,1987,66 years 10 months,475000,802,1,4
2019-11,BISHAN,4 ROOM,181,BISHAN ST 13,10 TO 12,83,Simplified,1987,66 years 03 months,540000,795,2,4
2019-11,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,83,Simplified,1987,67 years 01 month,448000,805,1,4
2019-11,BISHAN,4 ROOM,236,BISHAN ST 22,01 TO 03,107,Model A,1992,71 years 06 months,488000,858,1,4
2019-11,BISHAN,4 ROOM,263,BISHAN ST 22,01 TO 03,112,Model A,1992,71 years 09 months,590000,861,1,4
2019-11,BISHAN,4 ROOM,239,BISHAN ST 22,10 TO 12,105,Model A,1992,71 years 09 months,590000,861,2,4
2019-11,BISHAN,4 ROOM,234,BISHAN ST 22,10 TO 12,106,Model A,1992,71 years 05 months,595000,857,2,4
2019-11,BISHAN,4 ROOM,260,BISHAN ST 22,07 TO 09,104,Model A,1992,71 years 08 months,558000,860,2,4
2019-11,BISHAN,4 ROOM,204,BISHAN ST 23,10 TO 12,103,Model A,1992,71 years 06 months,620000,858,2,4
2019-11,BISHAN,4 ROOM,207,BISHAN ST 23,01 TO 03,105,Model A,1992,71 years 06 months,570000,858,1,4
2019-11,BISHAN,4 ROOM,290,BISHAN ST 24,19 TO 21,102,Premium Apartment,1998,77 years 07 months,693000,931,3,4
2019-11,BISHAN,4 ROOM,267,BISHAN ST 24,10 TO 12,104,Model A,1992,71 years 09 months,560000,861,2,4
2019-11,BISHAN,4 ROOM,272,BISHAN ST 24,10 TO 12,101,Model A,1992,71 years 09 months,460000,861,2,4
2019-11,BISHAN,4 ROOM,455,SIN MING AVE,04 TO 06,105,Model A,1990,69 years 03 months,562000,831,1,4
2019-11,BISHAN,5 ROOM,140,BISHAN ST 12,04 TO 06,123,Improved,1988,67 years 10 months,648888,814,1,5
2019-11,BISHAN,5 ROOM,138,BISHAN ST 12,04 TO 06,121,Improved,1987,66 years 08 months,675000,800,1,5
2019-11,BISHAN,5 ROOM,157,BISHAN ST 13,19 TO 21,121,Improved,1988,67 years 03 months,800000,807,3,5
2019-11,BISHAN,5 ROOM,165,BISHAN ST 13,13 TO 15,131,Improved,1988,67 years 11 months,755000,815,3,5
2019-11,BISHAN,5 ROOM,164,BISHAN ST 13,01 TO 03,131,Improved,1988,67 years 08 months,705000,812,1,5
2019-11,BISHAN,5 ROOM,181,BISHAN ST 13,07 TO 09,121,Improved,1987,66 years 03 months,720000,795,2,5
2019-11,BISHAN,5 ROOM,154,BISHAN ST 13,04 TO 06,121,Improved,1987,67 years 01 month,690000,805,1,5
2019-11,BISHAN,5 ROOM,221,BISHAN ST 23,04 TO 06,121,Improved,1992,71 years 09 months,820000,861,1,5
2019-11,BISHAN,5 ROOM,275A,BISHAN ST 24,07 TO 09,120,DBSS,2011,90 years 09 months,988000,1089,2,5
2019-11,BISHAN,5 ROOM,448,BRIGHT HILL DR,07 TO 09,123,Improved,1990,69 years 05 months,698000,833,2,5
2019-11,BISHAN,EXECUTIVE,186,BISHAN ST 13,10 TO 12,146,Maisonette,1987,66 years 09 months,925000,801,2,6
2019-11,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,152,Maisonette,1986,66 years,802888,792,1,6
2019-11,BISHAN,EXECUTIVE,201,BISHAN ST 23,04 TO 06,147,Maisonette,1992,71 years 06 months,880000,858,1,6
2019-11,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,10 TO 12,169,Multi Generation,1987,66 years 07 months,988888,799,2,7
2019-12,BISHAN,3 ROOM,171,BISHAN ST 13,04 TO 06,64,Simplified,1988,67 years 01 month,381800,805,1,3
2019-12,BISHAN,3 ROOM,24,SIN MING RD,07 TO 09,65,Improved,1973,52 years 10 months,257000,634,2,3
2019-12,BISHAN,4 ROOM,149,BISHAN ST 11,04 TO 06,84,Simplified,1987,66 years 01 month,415000,793,1,4
2019-12,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,105,Model A,1986,65 years 01 month,650000,781,2,4
2019-12,BISHAN,4 ROOM,115,BISHAN ST 12,04 TO 06,104,Model A,1986,65 years 01 month,630000,781,1,4
2019-12,BISHAN,4 ROOM,130,BISHAN ST 12,07 TO 09,90,Simplified,1986,65 years 02 months,460000,782,2,4
2019-12,BISHAN,4 ROOM,113,BISHAN ST 12,04 TO 06,105,Model A,1986,65 years 01 month,615000,781,1,4
2019-12,BISHAN,4 ROOM,114,BISHAN ST 12,07 TO 09,84,Simplified,1986,65 years 01 month,518000,781,2,4
2019-12,BISHAN,4 ROOM,196,BISHAN ST 13,01 TO 03,84,Simplified,1987,66 years 02 months,450000,794,1,4
2019-12,BISHAN,4 ROOM,175,BISHAN ST 13,01 TO 03,83,Simplified,1987,66 years 09 months,502000,801,1,4
2019-12,BISHAN,4 ROOM,255,BISHAN ST 22,13 TO 15,103,Model A,1992,71 years 08 months,588000,860,3,4
2019-12,BISHAN,4 ROOM,254,BISHAN ST 22,10 TO 12,105,Model A,1992,71 years 08 months,600000,860,2,4
2019-12,BISHAN,4 ROOM,249,BISHAN ST 22,04 TO 06,105,Model A,1992,71 years 08 months,585000,860,1,4
2019-12,BISHAN,4 ROOM,232,BISHAN ST 22,01 TO 03,107,Model A,1992,71 years 05 months,503000,857,1,4
2019-12,BISHAN,4 ROOM,260,BISHAN ST 22,13 TO 15,108,Model A,1992,71 years 08 months,608000,860,3,4
2019-12,BISHAN,4 ROOM,234,BISHAN ST 22,04 TO 06,106,Model A,1992,71 years 04 months,560000,856,1,4
2019-12,BISHAN,4 ROOM,292,BISHAN ST 22,04 TO 06,100,Premium Apartment,1998,77 years 06 months,580000,930,1,4
2019-12,BISHAN,4 ROOM,285,BISHAN ST 22,04 TO 06,108,Model A,1992,71 years 08 months,630000,860,1,4
2019-12,BISHAN,4 ROOM,275A,BISHAN ST 24,40 TO 42,95,DBSS,2011,90 years 09 months,980000,1089,3,4
2019-12,BISHAN,4 ROOM,264,BISHAN ST 24,01 TO 03,112,Model A,1992,71 years 08 months,540000,860,1,4
2019-12,BISHAN,4 ROOM,313,SHUNFU RD,04 TO 06,92,New Generation,1985,64 years 07 months,500000,775,1,4
2019-12,BISHAN,4 ROOM,313,SHUNFU RD,07 TO 09,92,New Generation,1985,64 years 07 months,528000,775,2,4
2019-12,BISHAN,4 ROOM,455,SIN MING AVE,10 TO 12,103,Model A,1990,69 years 02 months,560000,830,2,4
2019-12,BISHAN,4 ROOM,25,SIN MING RD,10 TO 12,88,Improved,1974,53 years 07 months,380000,643,2,4
2019-12,BISHAN,5 ROOM,128,BISHAN ST 12,19 TO 21,121,Improved,1987,66 years 03 months,765000,795,3,5
2019-12,BISHAN,5 ROOM,117,BISHAN ST 12,04 TO 06,121,Improved,1987,66 years 07 months,700000,799,1,5
2019-12,BISHAN,5 ROOM,125,BISHAN ST 12,07 TO 09,121,Improved,1987,66 years 06 months,665000,798,2,5
2019-12,BISHAN,5 ROOM,190,BISHAN ST 13,16 TO 18,121,Improved,1987,66 years 01 month,670000,793,3,5
2019-12,BISHAN,5 ROOM,167,BISHAN ST 13,07 TO 09,122,Improved,1988,67 years 09 months,658000,813,2,5
2019-12,BISHAN,5 ROOM,161,BISHAN ST 13,16 TO 18,131,Improved,1988,67 years 07 months,788000,811,3,5
2019-12,BISHAN,5 ROOM,291,BISHAN ST 24,19 TO 21,121,Premium Apartment,1998,77 years 06 months,760000,930,3,5
2019-12,BISHAN,5 ROOM,310,SHUNFU RD,10 TO 12,121,Improved,1984,64 years,728888,768,2,5
2019-12,BISHAN,EXECUTIVE,201,BISHAN ST 23,07 TO 09,150,Maisonette,1992,71 years 05 months,890000,857,2,6
2019-12,BISHAN,EXECUTIVE,444,SIN MING AVE,22 TO 24,160,Maisonette,1990,69 years 02 months,1010000,830,3,6
2020-01,BISHAN,3 ROOM,115,BISHAN ST 12,04 TO 06,64,Simplified,1986,65 years,387000,780,1,3
2020-01,BISHAN,3 ROOM,195,BISHAN ST 13,01 TO 03,64,Simplified,1988,67 years,328000,804,1,3
2020-01,BISHAN,3 ROOM,313,SHUNFU RD,01 TO 03,67,New Generation,1985,64 years 05 months,373000,773,1,3
2020-01,BISHAN,4 ROOM,150A,BISHAN ST 11,01 TO 03,84,Simplified,1989,68 years,392000,816,1,4
2020-01,BISHAN,4 ROOM,151,BISHAN ST 11,04 TO 06,93,Simplified,1989,68 years 02 months,420000,818,1,4
2020-01,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,84,Simplified,1985,64 years 05 months,480000,773,1,4
2020-01,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,84,Simplified,1985,64 years 06 months,510000,774,1,4
2020-01,BISHAN,4 ROOM,127,BISHAN ST 12,07 TO 09,83,Simplified,1986,65 years 11 months,472000,791,2,4
2020-01,BISHAN,4 ROOM,144,BISHAN ST 12,07 TO 09,104,Model A,1988,67 years 07 months,480000,811,2,4
2020-01,BISHAN,4 ROOM,141,BISHAN ST 12,07 TO 09,84,Simplified,1988,67 years 07 months,440000,811,2,4
2020-01,BISHAN,4 ROOM,122,BISHAN ST 12,07 TO 09,84,Simplified,1986,65 years 01 month,510000,781,2,4
2020-01,BISHAN,4 ROOM,115,BISHAN ST 12,01 TO 03,104,Model A,1986,65 years,590000,780,1,4
2020-01,BISHAN,4 ROOM,195,BISHAN ST 13,04 TO 06,85,Simplified,1988,67 years 01 month,445000,805,1,4
2020-01,BISHAN,4 ROOM,253,BISHAN ST 22,01 TO 03,112,Model A,1992,71 years 07 months,555000,859,1,4
2020-01,BISHAN,4 ROOM,236,BISHAN ST 22,04 TO 06,109,Model A,1992,71 years 04 months,508000,856,1,4
2020-01,BISHAN,4 ROOM,235,BISHAN ST 22,10 TO 12,113,Model A,1992,71 years 03 months,600000,855,2,4
2020-01,BISHAN,4 ROOM,285,BISHAN ST 22,13 TO 15,108,Model A,1992,71 years 06 months,670000,858,3,4
2020-01,BISHAN,4 ROOM,226,BISHAN ST 23,07 TO 09,102,Model A,1992,71 years 03 months,555000,855,2,4
2020-01,BISHAN,4 ROOM,214,BISHAN ST 23,04 TO 06,103,Model A,1992,71 years 03 months,485000,855,1,4
2020-01,BISHAN,4 ROOM,273A,BISHAN ST 24,28 TO 30,95,DBSS,2011,90 years 08 months,888888,1088,3,4
2020-01,BISHAN,5 ROOM,103,BISHAN ST 12,04 TO 06,121,Improved,1986,65 years 10 months,690000,790,1,5
2020-01,BISHAN,5 ROOM,124,BISHAN ST 12,01 TO 03,121,Improved,1987,66 years 05 months,650000,797,1,5
2020-01,BISHAN,5 ROOM,101,BISHAN ST 12,01 TO 03,121,Improved,1987,66 years,672000,792,1,5
2020-01,BISHAN,5 ROOM,155,BISHAN ST 13,13 TO 15,121,Improved,1987,66 years 11 months,707000,803,3,5
2020-01,BISHAN,5 ROOM,165,BISHAN ST 13,13 TO 15,121,Improved,1988,67 years 08 months,640000,812,3,5
2020-01,BISHAN,5 ROOM,155,BISHAN ST 13,10 TO 12,131,Improved,1987,66 years 10 months,780000,802,2,5
2020-01,BISHAN,5 ROOM,166,BISHAN ST 13,01 TO 03,122,Improved,1987,66 years 11 months,685000,803,1,5
2020-01,BISHAN,5 ROOM,226,BISHAN ST 23,10 TO 12,139,Model A,1992,71 years 04 months,800000,856,2,5
2020-01,BISHAN,5 ROOM,214,BISHAN ST 23,04 TO 06,133,Model A,1992,71 years 03 months,698000,855,1,5
2020-01,BISHAN,5 ROOM,291,BISHAN ST 24,07 TO 09,121,Premium Apartment,1998,77 years 05 months,690000,929,2,5
2020-01,BISHAN,5 ROOM,273A,BISHAN ST 24,13 TO 15,120,DBSS,2011,90 years 07 months,860000,1087,3,5
2020-01,BISHAN,5 ROOM,443,SIN MING AVE,04 TO 06,123,Improved,1990,69 years 01 month,690000,829,1,5
2020-01,BISHAN,5 ROOM,450,SIN MING AVE,10 TO 12,125,Improved,1989,69 years,700000,828,2,5
2020-01,BISHAN,5 ROOM,444,SIN MING AVE,10 TO 12,125,Improved,1990,69 years 01 month,690000,829,2,5
2020-01,BISHAN,EXECUTIVE,134,BISHAN ST 12,01 TO 03,151,Apartment,1986,65 years 10 months,780000,790,1,6
2020-01,BISHAN,EXECUTIVE,187,BISHAN ST 13,04 TO 06,146,Maisonette,1987,66 years 01 month,940000,793,1,6
2020-01,BISHAN,EXECUTIVE,187,BISHAN ST 13,01 TO 03,142,Apartment,1987,66 years 01 month,850000,793,1,6
2020-01,BISHAN,EXECUTIVE,261,BISHAN ST 22,04 TO 06,150,Maisonette,1992,71 years 07 months,880000,859,1,6
2020-01,BISHAN,EXECUTIVE,238,BISHAN ST 22,04 TO 06,149,Maisonette,1992,71 years 06 months,815000,858,1,6
2020-01,BISHAN,EXECUTIVE,212,BISHAN ST 23,04 TO 06,149,Maisonette,1992,71 years 03 months,913000,855,1,6
2020-02,BISHAN,3 ROOM,176,BISHAN ST 13,04 TO 06,64,Simplified,1988,67 years 02 months,380000,806,1,3
2020-02,BISHAN,4 ROOM,122,BISHAN ST 12,07 TO 09,104,Model A,1986,65 years,592500,780,2,4
2020-02,BISHAN,4 ROOM,111,BISHAN ST 12,07 TO 09,105,Model A,1986,64 years 11 months,640000,779,2,4
2020-02,BISHAN,4 ROOM,111,BISHAN ST 12,04 TO 06,84,Simplified,1986,64 years 11 months,450000,779,1,4
2020-02,BISHAN,4 ROOM,130,BISHAN ST 12,01 TO 03,105,Model A,1986,65 years,550000,780,1,4
2020-02,BISHAN,4 ROOM,185,BISHAN ST 13,07 TO 09,84,Simplified,1988,67 years 02 months,572500,806,2,4
2020-02,BISHAN,4 ROOM,255,BISHAN ST 22,04 TO 06,112,Model A,1992,71 years 06 months,590000,858,1,4
2020-02,BISHAN,4 ROOM,243,BISHAN ST 22,19 TO 21,116,Model A,1992,71 years 06 months,680000,858,3,4
2020-02,BISHAN,4 ROOM,250,BISHAN ST 22,10 TO 12,103,Model A,1992,71 years 05 months,550000,857,2,4
2020-02,BISHAN,4 ROOM,235,BISHAN ST 22,01 TO 03,105,Model A,1992,71 years 02 months,550000,854,1,4
2020-02,BISHAN,4 ROOM,226,BISHAN ST 23,04 TO 06,105,Model A,1992,71 years 03 months,468000,855,1,4
2020-02,BISHAN,4 ROOM,287,BISHAN ST 24,01 TO 03,103,Model A,1992,71 years 06 months,475000,858,1,4
2020-02,BISHAN,4 ROOM,288,BISHAN ST 24,10 TO 12,100,Premium Apartment,1998,77 years 04 months,615000,928,2,4
2020-02,BISHAN,4 ROOM,272,BISHAN ST 24,10 TO 12,104,Model A,1992,71 years 05 months,510000,857,2,4
2020-02,BISHAN,4 ROOM,445,SIN MING AVE,04 TO 06,107,Model A,1990,68 years 11 months,542000,827,1,4
2020-02,BISHAN,5 ROOM,127,BISHAN ST 12,10 TO 12,121,Improved,1986,65 years 10 months,683000,790,2,5
2020-02,BISHAN,5 ROOM,155,BISHAN ST 13,01 TO 03,130,Improved,1987,66 years 09 months,610000,801,1,5
2020-02,BISHAN,5 ROOM,190,BISHAN ST 13,04 TO 06,121,Improved,1987,65 years 11 months,755000,791,1,5
2020-02,BISHAN,5 ROOM,194,BISHAN ST 13,19 TO 21,121,Improved,1987,66 years 03 months,850000,795,3,5
2020-02,BISHAN,5 ROOM,157,BISHAN ST 13,13 TO 15,131,Improved,1988,66 years 11 months,705000,803,3,5
2020-02,BISHAN,5 ROOM,163,BISHAN ST 13,01 TO 03,121,Improved,1988,67 years 05 months,658888,809,1,5
2020-02,BISHAN,5 ROOM,223,BISHAN ST 23,04 TO 06,121,Improved,1992,71 years 05 months,845000,857,1,5
2020-02,BISHAN,5 ROOM,288,BISHAN ST 24,13 TO 15,121,Premium Apartment,1998,77 years 04 months,735000,928,3,5
2020-02,BISHAN,5 ROOM,405,SIN MING AVE,07 TO 09,120,Improved,1986,65 years 05 months,625000,785,2,5
2020-02,BISHAN,5 ROOM,408,SIN MING AVE,04 TO 06,120,Improved,1986,65 years 04 months,640000,784,1,5
2020-02,BISHAN,EXECUTIVE,212,BISHAN ST 23,01 TO 03,147,Maisonette,1992,71 years 03 months,858000,855,1,6
2020-02,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,149,Maisonette,1985,64 years 09 months,845000,777,1,6
2020-03,BISHAN,3 ROOM,108,BISHAN ST 12,01 TO 03,64,Simplified,1985,64 years 07 months,325000,775,1,3
2020-03,BISHAN,3 ROOM,313,SHUNFU RD,10 TO 12,67,New Generation,1985,64 years 03 months,399000,771,2,3
2020-03,BISHAN,3 ROOM,304,SHUNFU RD,01 TO 03,67,New Generation,1985,64 years,400000,768,1,3
2020-03,BISHAN,3 ROOM,22,SIN MING RD,04 TO 06,68,Improved,1973,52 years 07 months,210000,631,1,3
2020-03,BISHAN,4 ROOM,506,BISHAN ST 11,04 TO 06,103,Model A,1989,68 years 06 months,715000,822,1,4
2020-03,BISHAN,4 ROOM,146,BISHAN ST 11,04 TO 06,103,Model A,1987,66 years 05 months,480000,797,1,4
2020-03,BISHAN,4 ROOM,120,BISHAN ST 12,04 TO 06,91,Simplified,1986,65 years 02 months,490000,782,1,4
2020-03,BISHAN,4 ROOM,138,BISHAN ST 12,07 TO 09,84,Simplified,1987,66 years 04 months,460000,796,2,4
2020-03,BISHAN,4 ROOM,197,BISHAN ST 13,07 TO 09,84,Simplified,1987,65 years 10 months,500000,790,2,4
2020-03,BISHAN,4 ROOM,167,BISHAN ST 13,01 TO 03,84,Simplified,1988,67 years 06 months,390000,810,1,4
2020-03,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,84,Simplified,1988,67 years 06 months,395000,810,1,4
2020-03,BISHAN,4 ROOM,235,BISHAN ST 22,01 TO 03,105,Model A,1992,71 years 02 months,570000,854,1,4
2020-03,BISHAN,4 ROOM,263,BISHAN ST 22,01 TO 03,106,Model A,1992,71 years 06 months,502888,858,1,4
2020-03,BISHAN,4 ROOM,249,BISHAN ST 22,01 TO 03,110,Model A,1992,71 years 05 months,490000,857,1,4
2020-03,BISHAN,4 ROOM,252,BISHAN ST 22,07 TO 09,114,Model A,1992,71 years 05 months,618000,857,2,4
2020-03,BISHAN,4 ROOM,236,BISHAN ST 22,07 TO 09,107,Model A,1992,71 years 02 months,580000,854,2,4
2020-03,BISHAN,4 ROOM,250,BISHAN ST 22,04 TO 06,105,Model A,1992,71 years 05 months,500000,857,1,4
2020-03,BISHAN,4 ROOM,255,BISHAN ST 22,10 TO 12,103,Model A,1992,71 years 05 months,518000,857,2,4
2020-03,BISHAN,4 ROOM,223,BISHAN ST 23,04 TO 06,103,Model A,1992,71 years 04 months,582888,856,1,4
2020-03,BISHAN,4 ROOM,286,BISHAN ST 24,01 TO 03,108,Model A,1992,71 years 05 months,450000,857,1,4
2020-03,BISHAN,4 ROOM,271,BISHAN ST 24,01 TO 03,104,Model A,1992,71 years 05 months,511000,857,1,4
2020-03,BISHAN,4 ROOM,290,BISHAN ST 24,04 TO 06,102,Premium Apartment,1998,77 years 03 months,600000,927,1,4
2020-03,BISHAN,4 ROOM,273A,BISHAN ST 24,16 TO 18,95,DBSS,2011,90 years 06 months,860000,1086,3,4
2020-03,BISHAN,4 ROOM,268,BISHAN ST 24,04 TO 06,106,Model A,1992,71 years 05 months,580000,857,1,4
2020-03,BISHAN,4 ROOM,272,BISHAN ST 24,07 TO 09,103,Model A,1992,71 years 05 months,565000,857,2,4
2020-03,BISHAN,4 ROOM,406,SIN MING AVE,13 TO 15,89,Simplified,1987,66 years 01 month,550000,793,3,4
2020-03,BISHAN,4 ROOM,454,SIN MING AVE,04 TO 06,105,Model A,1989,68 years 08 months,525000,824,1,4
2020-03,BISHAN,5 ROOM,506,BISHAN ST 11,04 TO 06,127,Improved,1989,68 years 06 months,800000,822,1,5
2020-03,BISHAN,5 ROOM,124,BISHAN ST 12,01 TO 03,121,Improved,1987,66 years 03 months,680000,795,1,5
2020-03,BISHAN,5 ROOM,158,BISHAN ST 13,13 TO 15,128,Improved,1988,67 years,745000,804,3,5
2020-03,BISHAN,5 ROOM,177,BISHAN ST 13,04 TO 06,121,Improved,1987,66 years 05 months,665000,797,1,5
2020-03,BISHAN,5 ROOM,246,BISHAN ST 22,04 TO 06,132,Model A,1992,71 years 05 months,775000,857,1,5
2020-03,BISHAN,5 ROOM,221,BISHAN ST 23,07 TO 09,128,Improved,1992,71 years 04 months,860000,856,2,5
2020-03,BISHAN,5 ROOM,273B,BISHAN ST 24,19 TO 21,120,DBSS,2011,90 years 06 months,1082000,1086,3,5
2020-03,BISHAN,5 ROOM,273B,BISHAN ST 24,04 TO 06,120,DBSS,2011,90 years 05 months,825000,1085,1,5
2020-03,BISHAN,5 ROOM,290,BISHAN ST 24,19 TO 21,123,Premium Apartment,1998,77 years 03 months,740000,927,3,5
2020-03,BISHAN,5 ROOM,453,SIN MING AVE,10 TO 12,120,Improved,1990,69 years,645000,828,2,5
2020-03,BISHAN,5 ROOM,450,SIN MING AVE,10 TO 12,120,Improved,1989,68 years 09 months,600000,825,2,5
